section,arm,n_features,model,accuracy,I_bits,chance
G.2,T1_only,6,logistic,0.5195987654320988,2.611506421978778,0.037037037037037035
G.2,T1_only,6,random_forest,0.6772530864197531,3.3327861951225017,0.037037037037037035
G.2,T1+T2_autopsy_mix,15,logistic,0.6954938271604938,3.542898643193622,0.037037037037037035
G.2,T1+T2_autopsy_mix,15,random_forest,0.7696296296296297,3.6422966277900075,0.037037037037037035
G.2,T1+T2_structural,7,logistic,0.6855246913580247,3.469216545282033,0.037037037037037035
G.2,T1+T2_structural,7,random_forest,0.8064814814814815,3.857526011498549,0.037037037037037035
G.2,T1_only_permuted,6,logistic,0.04,-0.0018414527940038283,0.037037037037037035
G.2,T1_only_permuted,6,random_forest,0.035925925925925924,-0.026473743188362597,0.037037037037037035
