commit,pairs,learned_pairs,cells,amount_cells,full_cells,amount_median,full_median,amount_pct_fifty,full_pct_fifty,learned_median_j,learned_pct_fifty,amount_lo,amount_hi,full_lo,full_hi,spearman,spearman_p,spearman_lo,spearman_hi,pearson,pearson_p,pearson_lo,pearson_hi,hi_cell,hi_j,hi_recall,lo_cell,lo_j,lo_recall,n_cells
1904c36,65161,53098,27,10,12,0.5151515151515151,0.13636363636363635,51.67560874948411,6.741028128031037,0.2345679012345679,27.24584730121662,0.05263157894736842,1.0,0.05263157894736842,0.4084507042253521,0.00905235155279538,0.968107887443706,-0.41414351313122166,0.42903015171980335,0.20214930449847668,0.3669599379410864,-0.23990579884271623,0.5747712325058343,iforest__amount_only__robust,0.8181818181818182,0.14156004952538176,knn__full_categorical__robust,0.0989010989010989,0.7604386334879798,22
